Date Time,T (degC)
2009-01-01 16:50:00,-5.33
2009-01-01 17:00:00,-5.37
2009-01-01 17:10:00,-5.43
2009-01-01 17:20:00,-5.28
2009-01-01 17:30:00,-5.21
2009-01-01 17:40:00,-5.21
2009-01-01 17:50:00,-5.24
2009-01-01 18:00:00,-5.25
2009-01-01 18:10:00,-5.16
2009-01-01 18:20:00,-5.12
2009-01-01 18:30:00,-5.04
2009-01-01 18:40:00,-5.01
2009-01-01 18:50:00,-5.12
2009-01-01 19:00:00,-5.11
2009-01-01 19:10:00,-4.9
2009-01-01 19:20:00,-4.86
2009-01-01 19:30:00,-4.9
2009-01-01 19:40:00,-4.97
2009-01-01 19:50:00,-4.99
2009-01-01 20:00:00,-4.9
2009-01-01 20:10:00,-4.93
2009-01-01 20:20:00,-4.89
2009-01-01 20:30:00,-4.93
2009-01-01 20:40:00,-5.0
2009-01-01 20:50:00,-4.9
2009-01-01 21:00:00,-4.8
2009-01-01 21:10:00,-4.84
2009-01-01 21:20:00,-4.9
2009-01-01 21:30:00,-4.86
2009-01-01 21:40:00,-4.76
2009-01-01 21:50:00,-4.61
2009-01-01 22:00:00,-4.5
2009-01-01 22:10:00,-4.41
2009-01-01 22:20:00,-4.4
2009-01-01 22:30:00,-4.32
2009-01-01 22:40:00,-4.17
2009-01-01 22:50:00,-4.3
2009-01-01 23:00:00,-4.47
2009-01-01 23:10:00,-4.5
2009-01-01 23:20:00,-4.51
2009-01-01 23:30:00,-4.33
2009-01-01 23:40:00,-4.33
2009-01-01 23:50:00,-4.58
2009-02-01 00:00:00,-4.54
2009-02-01 00:10:00,-4.6
2009-02-01 00:20:00,-4.67
2009-02-01 00:30:00,-4.66
2009-02-01 00:40:00,-4.55
2009-02-01 00:50:00,-4.43
2009-02-01 01:00:00,-4.44
2009-02-01 01:10:00,-4.39
2009-02-01 01:20:00,-4.4
2009-02-01 01:30:00,-4.4
2009-02-01 01:40:00,-4.31
2009-02-01 01:50:00,-4.26
2009-02-01 02:00:00,-4.29
2009-02-01 02:10:00,-4.26
2009-02-01 02:20:00,-4.27
2009-02-01 02:30:00,-4.3
2009-02-01 02:40:00,-4.32
2009-02-01 02:50:00,-4.39
2009-02-01 03:00:00,-4.45
2009-02-01 03:10:00,-4.5
2009-02-01 03:20:00,-4.48
2009-02-01 03:30:00,-4.43
2009-02-01 03:40:00,-4.33
2009-02-01 03:50:00,-4.41
2009-02-01 04:00:00,-4.58
2009-02-01 04:10:00,-4.63
2009-02-01 04:20:00,-4.63
2009-02-01 04:30:00,-4.74
2009-02-01 04:40:00,-4.86
2009-02-01 04:50:00,-4.97
2009-02-01 05:00:00,-4.96
2009-02-01 05:10:00,-4.94
2009-02-01 05:20:00,-4.78
2009-02-01 05:30:00,-4.63
2009-02-01 05:40:00,-4.64
2009-02-01 05:50:00,-4.67
2009-02-01 06:00:00,-4.43
2009-02-01 06:10:00,-4.38
2009-02-01 06:20:00,-4.32
2009-02-01 06:30:00,-4.25
2009-02-01 06:40:00,-4.16
2009-02-01 06:50:00,-4.26
2009-02-01 07:00:00,-4.28
2009-02-01 07:10:00,-4.34
2009-02-01 07:20:00,-4.37
2009-02-01 07:30:00,-4.33
2009-02-01 07:40:00,-4.43
2009-02-01 07:50:00,-4.39
2009-02-01 08:00:00,-4.33
2009-02-01 08:10:00,-4.37
2009-02-01 08:20:00,-4.31
2009-02-01 08:30:00,-4.3
2009-02-01 08:40:00,-4.24
2009-02-01 08:50:00,-4.17
2009-02-01 09:00:00,-4.13
2009-02-01 09:10:00,-4.07
2009-02-01 09:20:00,-3.95
2009-02-01 09:30:00,-3.9
2009-02-01 09:40:00,-3.9
2009-02-01 09:50:00,-3.92
2009-02-01 10:00:00,-3.93
2009-02-01 10:10:00,-3.97
2009-02-01 10:20:00,-3.93
2009-02-01 10:30:00,-3.9
2009-02-01 10:40:00,-3.87
2009-02-01 10:50:00,-3.74
2009-02-01 11:00:00,-3.62
2009-02-01 11:10:00,-3.49
2009-02-01 11:20:00,-3.36
2009-02-01 11:30:00,-3.21
2009-02-01 11:40:00,-3.17
2009-02-01 11:50:00,-3.02
2009-02-01 12:00:00,-3.12
2009-02-01 12:10:00,-3.07
2009-02-01 12:20:00,-2.9
2009-02-01 12:30:00,-2.81
2009-02-01 12:40:00,-2.8
2009-02-01 12:50:00,-2.64
2009-02-01 13:00:00,-2.53
2009-02-01 13:10:00,-2.54
2009-02-01 13:20:00,-2.49
2009-02-01 13:30:00,-2.26
2009-02-01 13:40:00,-2.21
2009-02-01 13:50:00,-2.41
2009-02-01 14:00:00,-2.56
2009-02-01 14:10:00,-2.62
2009-02-01 14:20:00,-2.54
2009-02-01 14:30:00,-2.14
2009-02-01 14:40:00,-2.22
2009-02-01 14:50:00,-2.18
2009-02-01 15:00:00,-2.12
2009-02-01 15:10:00,-2.31
2009-02-01 15:20:00,-2.42
2009-02-01 15:30:00,-2.47
2009-02-01 15:40:00,-2.55
2009-02-01 15:50:00,-2.65
2009-02-01 16:00:00,-2.76
2009-02-01 16:10:00,-2.81
2009-02-01 16:20:00,-2.83
2009-02-01 16:30:00,-2.84
2009-02-01 16:40:00,-2.83
2009-02-01 16:50:00,-2.84
2009-02-01 17:00:00,-2.88
2009-02-01 17:10:00,-2.96
2009-02-01 17:20:00,-2.96
2009-02-01 17:30:00,-2.97
2009-02-01 17:40:00,-3.03
2009-02-01 17:50:00,-3.05
2009-02-01 18:00:00,-3.07
2009-02-01 18:10:00,-3.16
2009-02-01 18:20:00,-3.2
2009-02-01 18:30:00,-3.23
2009-02-01 18:40:00,-3.29
2009-02-01 18:50:00,-3.3
2009-02-01 19:00:00,-3.34
2009-02-01 19:10:00,-3.36
2009-02-01 19:20:00,-3.36
2009-02-01 19:30:00,-3.36
2009-02-01 19:40:00,-3.36
2009-02-01 19:50:00,-3.31
2009-02-01 20:00:00,-3.3
2009-02-01 20:10:00,-3.28
2009-02-01 20:20:00,-3.36
2009-02-01 20:30:00,-3.36
2009-02-01 20:40:00,-3.36
2009-02-01 20:50:00,-3.43
2009-02-01 21:00:00,-3.49
2009-02-01 21:10:00,-3.5
2009-02-01 21:20:00,-3.52
2009-02-01 21:30:00,-3.66
2009-02-01 21:40:00,-3.8
2009-02-01 21:50:00,-3.94
2009-02-01 22:00:00,-4.02
2009-02-01 22:10:00,-4.06
2009-02-01 22:20:00,-4.2
2009-02-01 22:30:00,-4.34
2009-02-01 22:40:00,-4.3
2009-02-01 22:50:00,-4.35
2009-02-01 23:00:00,-4.38
2009-02-01 23:10:00,-4.45
2009-02-01 23:20:00,-4.53
2009-02-01 23:30:00,-4.57
2009-02-01 23:40:00,-4.56
2009-02-01 23:50:00,-4.59
2009-03-01 00:00:00,-4.71
2009-03-01 00:10:00,-4.89
2009-03-01 00:20:00,-5.2
2009-03-01 00:30:00,-5.48
2009-03-01 00:40:00,-5.5
2009-03-01 00:50:00,-5.43
2009-03-01 01:00:00,-5.28
2009-03-01 01:10:00,-5.39
2009-03-01 01:20:00,-5.66
2009-03-01 01:30:00,-5.7
2009-03-01 01:40:00,-5.89
2009-03-01 01:50:00,-6.08
2009-03-01 02:00:00,-6.23
2009-03-01 02:10:00,-6.38
2009-03-01 02:20:00,-6.55
2009-03-01 02:30:00,-6.41
2009-03-01 02:40:00,-6.12
2009-03-01 02:50:00,-6.01
2009-03-01 03:00:00,-6.13
2009-03-01 03:10:00,-6.36
2009-03-01 03:20:00,-6.48
2009-03-01 03:30:00,-6.46
2009-03-01 03:40:00,-6.33
2009-03-01 03:50:00,-6.39
2009-03-01 04:00:00,-6.21
2009-03-01 04:10:00,-6.17
2009-03-01 04:20:00,-6.25
2009-03-01 04:30:00,-6.3
2009-03-01 04:40:00,-6.49
2009-03-01 04:50:00,-6.64
2009-03-01 05:00:00,-7.02
2009-03-01 05:10:00,-7.19
2009-03-01 05:20:00,-7.35
2009-03-01 05:30:00,-7.54
2009-03-01 05:40:00,-7.8
2009-03-01 05:50:00,-7.96
2009-03-01 06:00:00,-8.2
2009-03-01 06:10:00,-8.14
2009-03-01 06:20:00,-7.92
2009-03-01 06:30:00,-7.89
2009-03-01 06:40:00,-7.97
2009-03-01 06:50:00,-8.1
2009-03-01 07:00:00,-8.48
2009-03-01 07:10:00,-8.63
2009-03-01 07:20:00,-8.61
2009-03-01 07:30:00,-8.61
2009-03-01 07:40:00,-8.85
2009-03-01 07:50:00,-9.18
2009-03-01 08:00:00,-9.28
2009-03-01 08:10:00,-9.45
2009-03-01 08:20:00,-9.81
2009-03-01 08:30:00,-9.85
2009-03-01 08:40:00,-9.71
2009-03-01 08:50:00,-9.4
2009-03-01 09:00:00,-9.46
2009-03-01 09:10:00,-10.0
2009-03-01 09:20:00,-9.93
2009-03-01 09:30:00,-9.3
2009-03-01 09:40:00,-8.83
2009-03-01 09:50:00,-8.48
2009-03-01 10:00:00,-8.53
2009-03-01 10:10:00,-8.56
2009-03-01 10:20:00,-8.47
2009-03-01 10:30:00,-8.51
2009-03-01 10:40:00,-8.41
2009-03-01 10:50:00,-8.16
2009-03-01 11:00:00,-7.87
2009-03-01 11:10:00,-7.52
2009-03-01 11:20:00,-7.29
2009-03-01 11:30:00,-6.89
2009-03-01 11:40:00,-6.56
2009-03-01 11:50:00,-6.32
2009-03-01 12:00:00,-5.96
2009-03-01 12:10:00,-5.78
2009-03-01 12:20:00,-5.15
2009-03-01 12:30:00,-4.34
2009-03-01 12:40:00,-3.77
2009-03-01 12:50:00,-3.27
2009-03-01 13:00:00,-2.82
2009-03-01 13:10:00,-2.23
2009-03-01 13:20:00,-2.37
2009-03-01 13:30:00,-2.11
2009-03-01 13:40:00,-1.66
2009-03-01 13:50:00,-1.43
2009-03-01 14:00:00,-2.15
2009-03-01 14:10:00,-2.74
2009-03-01 14:20:00,-2.29
2009-03-01 14:30:00,-1.66
2009-03-01 14:40:00,-1.52
2009-03-01 14:50:00,-0.9
2009-03-01 15:00:00,-0.82
2009-03-01 15:10:00,-1.37
2009-03-01 15:20:00,-1.91
2009-03-01 15:30:00,-2.28
2009-03-01 15:40:00,-2.24
2009-03-01 15:50:00,-2.32
2009-03-01 16:00:00,-2.8
2009-03-01 16:10:00,-3.64
2009-03-01 16:20:00,-3.98
2009-03-01 16:30:00,-4.18
2009-03-01 16:40:00,-4.35
2009-03-01 16:50:00,-4.52
2009-03-01 17:00:00,-4.69
2009-03-01 17:10:00,-4.63
2009-03-01 17:20:00,-4.6
2009-03-01 17:30:00,-4.31
2009-03-01 17:40:00,-4.18
2009-03-01 17:50:00,-4.16
2009-03-01 18:00:00,-4.08
2009-03-01 18:10:00,-3.98
2009-03-01 18:20:00,-3.91
2009-03-01 18:30:00,-3.9
2009-03-01 18:40:00,-3.9
2009-03-01 18:50:00,-3.87
2009-03-01 19:00:00,-3.78
2009-03-01 19:10:00,-3.77
2009-03-01 19:20:00,-3.95
2009-03-01 19:30:00,-3.9
2009-03-01 19:40:00,-3.75
2009-03-01 19:50:00,-3.81
2009-03-01 20:00:00,-3.84
2009-03-01 20:10:00,-3.88
2009-03-01 20:20:00,-3.67
2009-03-01 20:30:00,-3.3
2009-03-01 20:40:00,-3.34
2009-03-01 20:50:00,-3.24
2009-03-01 21:00:00,-3.15
2009-03-01 21:10:00,-3.07
2009-03-01 21:20:00,-2.93
2009-03-01 21:30:00,-2.78
2009-03-01 21:40:00,-2.76
2009-03-01 21:50:00,-2.76
2009-03-01 22:00:00,-2.76
2009-03-01 22:10:00,-2.71
2009-03-01 22:20:00,-2.67
2009-03-01 22:30:00,-2.69
2009-03-01 22:40:00,-2.7
2009-03-01 22:50:00,-2.64
2009-03-01 23:00:00,-2.58
2009-03-01 23:10:00,-2.46
2009-03-01 23:20:00,-2.33
2009-03-01 23:30:00,-2.12
2009-03-01 23:40:00,-1.97
2009-03-01 23:50:00,-1.9
2009-04-01 00:00:00,-1.9
2009-04-01 00:10:00,-1.83
2009-04-01 00:20:00,-1.7
2009-04-01 00:30:00,-1.6
2009-04-01 00:40:00,-1.55
2009-04-01 00:50:00,-1.46
2009-04-01 01:00:00,-1.42
2009-04-01 01:10:00,-1.49
2009-04-01 01:20:00,-2.01
2009-04-01 01:30:00,-2.32
2009-04-01 01:40:00,-2.37
2009-04-01 01:50:00,-2.32
2009-04-01 02:00:00,-2.22
2009-04-01 02:10:00,-2.09
2009-04-01 02:20:00,-2.04
2009-04-01 02:30:00,-2.25
2009-04-01 02:40:00,-2.54
2009-04-01 02:50:00,-2.26
2009-04-01 03:00:00,-2.2
2009-04-01 03:10:00,-2.16
2009-04-01 03:20:00,-2.05
2009-04-01 03:30:00,-1.9
2009-04-01 03:40:00,-1.79
2009-04-01 03:50:00,-1.79
2009-04-01 04:00:00,-1.88
2009-04-01 04:10:00,-1.87
2009-04-01 04:20:00,-1.78
2009-04-01 04:30:00,-1.66
2009-04-01 04:40:00,-1.64
2009-04-01 04:50:00,-1.64
2009-04-01 05:00:00,-1.64
2009-04-01 05:10:00,-1.5
2009-04-01 05:20:00,-1.44
2009-04-01 05:30:00,-1.47
2009-04-01 05:40:00,-1.49
2009-04-01 05:50:00,-1.44
2009-04-01 06:00:00,-1.44
2009-04-01 06:10:00,-1.44
2009-04-01 06:20:00,-1.39
2009-04-01 06:30:00,-1.33
2009-04-01 06:40:00,-1.25
2009-04-01 06:50:00,-1.14
2009-04-01 07:00:00,-1.09
2009-04-01 07:10:00,-1.0
2009-04-01 07:20:00,-0.92
2009-04-01 07:30:00,-0.9
2009-04-01 07:40:00,-0.86
2009-04-01 07:50:00,-0.9
2009-04-01 08:00:00,-0.89
2009-04-01 08:10:00,-0.81
2009-04-01 08:20:00,-0.76
2009-04-01 08:30:00,-0.7
2009-04-01 08:40:00,-0.7
2009-04-01 08:50:00,-0.76
2009-04-01 09:00:00,-0.72
2009-04-01 09:10:00,-0.9
2009-04-01 09:20:00,-1.21
2009-04-01 09:30:00,-1.31
2009-04-01 09:40:00,-1.37
2009-04-01 09:50:00,-1.37
2009-04-01 10:00:00,-1.37
2009-04-01 10:10:00,-1.3
2009-04-01 10:20:00,-1.2
2009-04-01 10:30:00,-1.14
2009-04-01 10:40:00,-1.1
2009-04-01 10:50:00,-1.1
2009-04-01 11:00:00,-1.1
2009-04-01 11:10:00,-1.12
2009-04-01 11:20:00,-1.11
2009-04-01 11:30:00,-1.1
2009-04-01 11:40:00,-1.16
2009-04-01 11:50:00,-1.17
2009-04-01 12:00:00,-1.21
2009-04-01 12:10:00,-1.12
2009-04-01 12:20:00,-0.99
2009-04-01 12:30:00,-0.94
2009-04-01 12:40:00,-0.86
2009-04-01 12:50:00,-0.92
2009-04-01 13:00:00,-1.02
2009-04-01 13:10:00,-0.99
2009-04-01 13:20:00,-1.0
2009-04-01 13:30:00,-1.04
2009-04-01 13:40:00,-0.99
2009-04-01 13:50:00,-0.83
2009-04-01 14:00:00,-0.77
2009-04-01 14:10:00,-0.79
2009-04-01 14:20:00,-0.87
2009-04-01 14:30:00,-0.9
2009-04-01 14:40:00,-0.9
2009-04-01 14:50:00,-0.79
2009-04-01 15:00:00,-0.7
2009-04-01 15:10:00,-0.63
2009-04-01 15:20:00,-0.75
2009-04-01 15:30:00,-0.84
2009-04-01 15:40:00,-0.96
2009-04-01 15:50:00,-1.02
2009-04-01 16:00:00,-1.05
2009-04-01 16:10:00,-1.13
2009-04-01 16:20:00,-1.22
2009-04-01 16:30:00,-1.29
2009-04-01 16:40:00,-1.4
2009-04-01 16:50:00,-1.44
2009-04-01 17:00:00,-1.46
2009-04-01 17:10:00,-1.41
2009-04-01 17:20:00,-1.44
2009-04-01 17:30:00,-1.42
2009-04-01 17:40:00,-1.45
2009-04-01 17:50:00,-1.49
2009-04-01 18:00:00,-1.51
2009-04-01 18:10:00,-1.51
2009-04-01 18:20:00,-1.51
2009-04-01 18:30:00,-1.56
2009-04-01 18:40:00,-1.57
2009-04-01 18:50:00,-1.58
2009-04-01 19:00:00,-1.62
2009-04-01 19:10:00,-1.56
2009-04-01 19:20:00,-1.63
2009-04-01 19:30:00,-1.6
2009-04-01 19:40:00,-1.58
2009-04-01 19:50:00,-1.61
2009-04-01 20:00:00,-1.56
2009-04-01 20:10:00,-1.51
2009-04-01 20:20:00,-1.45
2009-04-01 20:30:00,-1.51
2009-04-01 20:40:00,-1.51
2009-04-01 20:50:00,-1.51
2009-04-01 21:00:00,-1.51
2009-04-01 21:10:00,-1.51
2009-04-01 21:20:00,-1.51
2009-04-01 21:30:00,-1.49
2009-04-01 21:40:00,-1.44
2009-04-01 21:50:00,-1.44
2009-04-01 22:00:00,-1.43
2009-04-01 22:10:00,-1.38
2009-04-01 22:20:00,-1.45
2009-04-01 22:30:00,-1.51
2009-04-01 22:40:00,-1.46
2009-04-01 22:50:00,-1.44
2009-04-01 23:00:00,-1.44
2009-04-01 23:10:00,-1.44
2009-04-01 23:20:00,-1.42
2009-04-01 23:30:00,-1.44
2009-04-01 23:40:00,-1.46
2009-04-01 23:50:00,-1.5
2009-05-01 00:00:00,-1.47
2009-05-01 00:10:00,-1.5
2009-05-01 00:20:00,-1.52
2009-05-01 00:30:00,-1.56
2009-05-01 00:40:00,-1.56
2009-05-01 00:50:00,-1.57
2009-05-01 01:00:00,-1.57
2009-05-01 01:10:00,-1.57
2009-05-01 01:20:00,-1.58
2009-05-01 01:30:00,-1.57
2009-05-01 01:40:00,-1.6
2009-05-01 01:50:00,-1.63
2009-05-01 02:00:00,-1.6
2009-05-01 02:10:00,-1.57
2009-05-01 02:20:00,-1.54
2009-05-01 02:30:00,-1.5
2009-05-01 02:40:00,-1.46
2009-05-01 02:50:00,-1.44
2009-05-01 03:00:00,-1.5
2009-05-01 03:10:00,-1.53
2009-05-01 03:20:00,-1.57
2009-05-01 03:30:00,-1.61
2009-05-01 03:40:00,-1.64
2009-05-01 03:50:00,-1.7
2009-05-01 04:00:00,-1.76
2009-05-01 04:10:00,-1.77
2009-05-01 04:20:00,-1.8
2009-05-01 04:30:00,-1.81
2009-05-01 04:40:00,-1.77
2009-05-01 04:50:00,-1.77
2009-05-01 05:00:00,-1.77
2009-05-01 05:10:00,-1.77
2009-05-01 05:20:00,-1.76
2009-05-01 05:30:00,-1.76
2009-05-01 05:40:00,-1.76
2009-05-01 05:50:00,-1.76
2009-05-01 06:00:00,-1.76
2009-05-01 06:10:00,-1.7
2009-05-01 06:20:00,-1.7
2009-05-01 06:30:00,-1.71
2009-05-01 06:40:00,-1.79
2009-05-01 06:50:00,-1.92
2009-05-01 07:00:00,-2.08
2009-05-01 07:10:00,-2.18
2009-05-01 07:20:00,-2.26
2009-05-01 07:30:00,-2.31
2009-05-01 07:40:00,-2.36
2009-05-01 07:50:00,-2.59
2009-05-01 08:00:00,-2.72
2009-05-01 08:10:00,-2.83
2009-05-01 08:20:00,-2.87
2009-05-01 08:30:00,-2.9
2009-05-01 08:40:00,-2.89
2009-05-01 08:50:00,-3.03
2009-05-01 09:00:00,-3.11
2009-05-01 09:10:00,-3.12
2009-05-01 09:20:00,-3.11
2009-05-01 09:30:00,-3.18
2009-05-01 09:40:00,-3.23
2009-05-01 09:50:00,-3.24
2009-05-01 10:00:00,-3.29
2009-05-01 10:10:00,-3.3
2009-05-01 10:20:00,-3.28
2009-05-01 10:30:00,-3.31
2009-05-01 10:40:00,-3.36
2009-05-01 10:50:00,-3.46
2009-05-01 11:00:00,-3.53
2009-05-01 11:10:00,-3.57
2009-05-01 11:20:00,-3.58
2009-05-01 11:30:00,-3.62
2009-05-01 11:40:00,-3.63
2009-05-01 11:50:00,-3.63
2009-05-01 12:00:00,-3.65
2009-05-01 12:10:00,-3.73
2009-05-01 12:20:00,-3.86
2009-05-01 12:30:00,-4.06
2009-05-01 12:40:00,-4.16
2009-05-01 12:50:00,-4.17
2009-05-01 13:00:00,-4.15
2009-05-01 13:10:00,-4.23
2009-05-01 13:20:00,-4.33
2009-05-01 13:30:00,-4.37
2009-05-01 13:40:00,-4.45
2009-05-01 13:50:00,-4.5
2009-05-01 14:00:00,-4.57
2009-05-01 14:10:00,-4.68
2009-05-01 14:20:00,-4.77
2009-05-01 14:30:00,-4.81
2009-05-01 14:40:00,-4.95
2009-05-01 14:50:00,-5.08
2009-05-01 15:00:00,-5.14
2009-05-01 15:10:00,-5.26
2009-05-01 15:20:00,-5.41
2009-05-01 15:30:00,-5.49
2009-05-01 15:40:00,-5.54
2009-05-01 15:50:00,-5.59
2009-05-01 16:00:00,-5.74
2009-05-01 16:10:00,-5.77
2009-05-01 16:20:00,-5.94
2009-05-01 16:30:00,-6.05
2009-05-01 16:40:00,-6.1
2009-05-01 16:50:00,-6.21
2009-05-01 17:00:00,-6.38
2009-05-01 17:10:00,-6.55
2009-05-01 17:20:00,-6.63
2009-05-01 17:30:00,-6.7
2009-05-01 17:40:00,-6.76
2009-05-01 17:50:00,-6.74
2009-05-01 18:00:00,-6.85
2009-05-01 18:10:00,-7.08
2009-05-01 18:20:00,-7.45
2009-05-01 18:30:00,-7.62
2009-05-01 18:40:00,-7.73
2009-05-01 18:50:00,-7.8
2009-05-01 19:00:00,-7.9
2009-05-01 19:10:00,-8.01
2009-05-01 19:20:00,-8.13
2009-05-01 19:30:00,-8.31
2009-05-01 19:40:00,-8.55
2009-05-01 19:50:00,-8.87
2009-05-01 20:00:00,-9.13
2009-05-01 20:10:00,-9.35
2009-05-01 20:20:00,-9.55
2009-05-01 20:30:00,-9.73
2009-05-01 20:40:00,-9.9
2009-05-01 20:50:00,-10.07
2009-05-01 21:00:00,-10.18
2009-05-01 21:10:00,-10.32
2009-05-01 21:20:00,-10.41
2009-05-01 21:30:00,-10.44
2009-05-01 21:40:00,-10.46
2009-05-01 21:50:00,-10.5
2009-05-01 22:00:00,-10.6
2009-05-01 22:10:00,-10.74
2009-05-01 22:20:00,-10.88
2009-05-01 22:30:00,-11.09
2009-05-01 22:40:00,-11.32
2009-05-01 22:50:00,-11.5
2009-05-01 23:00:00,-11.72
2009-05-01 23:10:00,-11.96
2009-05-01 23:20:00,-12.16
2009-05-01 23:30:00,-12.3
2009-05-01 23:40:00,-12.43
2009-05-01 23:50:00,-12.54
2009-06-01 00:00:00,-12.63
2009-06-01 00:10:00,-12.78
2009-06-01 00:20:00,-12.93
2009-06-01 00:30:00,-13.06
2009-06-01 00:40:00,-13.14
2009-06-01 00:50:00,-13.24
2009-06-01 01:00:00,-13.34
2009-06-01 01:10:00,-13.39
2009-06-01 01:20:00,-13.43
2009-06-01 01:30:00,-13.49
2009-06-01 01:40:00,-13.59
2009-06-01 01:50:00,-13.62
2009-06-01 02:00:00,-13.64
2009-06-01 02:10:00,-13.66
2009-06-01 02:20:00,-13.75
2009-06-01 02:30:00,-13.8
2009-06-01 02:40:00,-13.85
2009-06-01 02:50:00,-13.87
2009-06-01 03:00:00,-13.89
2009-06-01 03:10:00,-13.98
2009-06-01 03:20:00,-14.08
2009-06-01 03:30:00,-14.18
2009-06-01 03:40:00,-14.3
2009-06-01 03:50:00,-14.26
2009-06-01 04:00:00,-14.29
2009-06-01 04:10:00,-14.39
2009-06-01 04:20:00,-14.47
2009-06-01 04:30:00,-14.6
2009-06-01 04:40:00,-14.73
2009-06-01 04:50:00,-14.9
2009-06-01 05:00:00,-15.13
2009-06-01 05:10:00,-15.2
2009-06-01 05:20:00,-15.16
2009-06-01 05:30:00,-15.25
2009-06-01 05:40:00,-15.31
2009-06-01 05:50:00,-15.29
2009-06-01 06:00:00,-15.37
2009-06-01 06:10:00,-15.49
2009-06-01 06:20:00,-15.73
2009-06-01 06:30:00,-16.31
2009-06-01 06:40:00,-16.69
2009-06-01 06:50:00,-16.71
2009-06-01 07:00:00,-16.86
2009-06-01 07:10:00,-16.92
2009-06-01 07:20:00,-16.9
2009-06-01 07:30:00,-16.89
2009-06-01 07:40:00,-16.97
2009-06-01 07:50:00,-17.02
2009-06-01 08:00:00,-16.92
2009-06-01 08:10:00,-16.26
2009-06-01 08:20:00,-16.09
2009-06-01 08:30:00,-16.02
2009-06-01 08:40:00,-15.98
2009-06-01 08:50:00,-15.9
2009-06-01 09:00:00,-15.71
2009-06-01 09:10:00,-15.69
2009-06-01 09:20:00,-15.53
